"","Cod_Mun","Sigla_UF","Nome_Municipio","Pop_2015","Consorcio_Saude","Coluna","Conta","Valor","Obitos","gasto_saude_percapita","percent_obitos"
"90",130195,"AM","ITAMARATI",8179,"Não","Despesas Empenhadas","10 - Saúde",4957678.18,28,606.147228267514,0.342340139381342
"91",130200,"AM","ITAPIRANGA",8953,"Não","Despesas Empenhadas","10 - Saúde",2897536.8,29,323.638646263822,0.323913771920027
"92",130210,"AM","JAPURA",5125,"Não","Despesas Empenhadas","10 - Saúde",3821162.17,8,745.592618536585,0.15609756097561
"93",130220,"AM","JURUA",13198,"Não","Despesas Empenhadas","10 - Saúde",4611003.97,21,349.371417639036,0.159115017426883
"94",130230,"AM","JUTAI",16585,"Não","Despesas Empenhadas","10 - Saúde",7483247.12,75,451.205735302985,0.452215857702743
"95",130240,"AM","LABREA",43263,"Não","Despesas Empenhadas","10 - Saúde",10710964.49,153,247.577941659154,0.353650925733306
"96",130250,"AM","MANACAPURU",94175,"Não","Despesas Empenhadas","10 - Saúde",38564035.03,437,409.493337191399,0.464029731882134
"97",130255,"AM","MANAQUIRI",28413,"Não","Despesas Empenhadas","10 - Saúde",6491466.28,50,228.468175835005,0.175975785731883
"98",130260,"AM","MANAUS",2057711,"Não","Despesas Empenhadas","10 - Saúde",749988088.39,10424,364.47688153973,0.506582314037297
"99",130270,"AM","MANICORE",53053,"Não","Despesas Empenhadas","10 - Saúde",13876498.54,162,261.559168001809,0.305355022336154
"100",130280,"AM","MARAA",18423,"Não","Despesas Empenhadas","10 - Saúde",5712458.93,28,310.072134288661,0.151983933127069
"101",130290,"AM","MAUES",59983,"Não","Despesas Empenhadas","10 - Saúde",22847875.43,219,380.905847156694,0.36510344597636
"102",130300,"AM","NHAMUNDA",20358,"Não","Despesas Empenhadas","10 - Saúde",6299306.45,60,309.426586599862,0.294724432655467
"103",130310,"AM","NOVA OLINDA DO NORTE",35156,"Não","Despesas Empenhadas","10 - Saúde",10866158.34,106,309.084035157583,0.30151325520537
"104",130320,"AM","NOVO AIRAO",17671,"Não","Despesas Empenhadas","10 - Saúde",5367484.66,48,303.745382830626,0.27163148661649
"105",130330,"AM","NOVO ARIPUANA",24315,"Não","Despesas Empenhadas","10 - Saúde",6215669.03,83,255.631052025499,0.341353074234012
"106",130340,"AM","PARINTINS",111575,"Não","Despesas Empenhadas","10 - Saúde",40611661.97,446,363.985319023079,0.399731122563298
"107",130353,"AM","PRESIDENTE FIGUEIREDO",32812,"Não","Despesas Empenhadas","10 - Saúde",30705064.97,98,935.787668231135,0.298671217847129
"108",130356,"AM","RIO PRETO DA EVA",30530,"Não","Despesas Empenhadas","10 - Saúde",8828151.89,89,289.163180150672,0.291516541107108
"109",130370,"AM","SANTO ANTONIO DO ICA",23688,"Sim","Despesas Empenhadas","10 - Saúde",8244396.59,51,348.041058341776,0.215298885511651
"110",130380,"AM","SAO GABRIEL DA CACHOEIRA",43094,"Não","Despesas Empenhadas","10 - Saúde",15234087.1,243,353.508309741495,0.56388360328584
"111",130390,"AM","SAO PAULO DE OLIVENCA",36536,"Sim","Despesas Empenhadas","10 - Saúde",7266124.54,102,198.875753777097,0.27917670243048
"112",130395,"AM","SAO SEBASTIAO DO UATUMA",12781,"Não","Despesas Empenhadas","10 - Saúde",4624343.49,25,361.813902668023,0.195602847977467
"113",130400,"AM","SILVES",9081,"Não","Despesas Empenhadas","10 - Saúde",3104317.56,22,341.847545424513,0.242264067833939
"114",130410,"AM","TAPAUA",18152,"Não","Despesas Empenhadas","10 - Saúde",8420384.23,55,463.881898964301,0.302996914940502
"115",130420,"AM","TEFE",62444,"Não","Despesas Empenhadas","10 - Saúde",25273246.37,236,404.73458410736,0.377938633015182
"116",130423,"AM","TONANTINS",18478,"Sim","Despesas Empenhadas","10 - Saúde",8275052.92,37,447.832715661868,0.200238121008767
"117",130426,"AM","UARINI",13121,"Não","Despesas Empenhadas","10 - Saúde",2248611.71,20,171.375025531591,0.152427406447679
"118",130430,"AM","URUCARA",17163,"Não","Despesas Empenhadas","10 - Saúde",7616161.14,51,443.754654780633,0.297150847753889
"119",130440,"AM","URUCURITUBA",21140,"Não","Despesas Empenhadas","10 - Saúde",6046427.19,63,286.01831551561,0.298013245033113
"120",140002,"RR","AMAJARI",11006,"Não","Despesas Empenhadas","10 - Saúde",3255362.62,57,295.780721424677,0.517899327639469
"121",140010,"RR","BOA VISTA",320714,"Não","Despesas Empenhadas","10 - Saúde",151250252.96,1351,471.60477235169,0.421247591311885
"122",140015,"RR","BONFIM",11739,"Não","Despesas Empenhadas","10 - Saúde",5219332.91,45,444.614780645711,0.383337592639918
"123",140023,"RR","CAROEBE",9165,"Não","Despesas Empenhadas","10 - Saúde",2937319.85,31,320.493164211675,0.338243316966721
"124",140030,"RR","MUCAJAI",16380,"Não","Despesas Empenhadas","10 - Saúde",5585566.49,53,340.999175213675,0.323565323565324
"125",140040,"RR","NORMANDIA",10148,"Não","Despesas Empenhadas","10 - Saúde",2633101.7,33,259.470013795822,0.325187229010643
"126",140045,"RR","PACARAIMA",11908,"Não","Despesas Empenhadas","10 - Saúde",5047015.58,37,423.834025864965,0.310715485387974
"127",140070,"RR","UIRAMUTA",9488,"Não","Despesas Empenhadas","10 - Saúde",2101738.57,30,221.515447934233,0.316188870151771
"128",150010,"PA","ABAETETUBA",150431,"Não","Despesas Empenhadas","10 - Saúde",47898453.46,620,318.408130372064,0.412149091610107
"129",150013,"PA","ABEL FIGUEIREDO",7126,"Não","Despesas Empenhadas","10 - Saúde",3890054.84,41,545.895992141454,0.575357844513051
"130",150020,"PA","ACARA",54064,"Não","Despesas Empenhadas","10 - Saúde",15454105.97,213,285.84836434596,0.393977508138503
"131",150030,"PA","AFUA",37398,"Não","Despesas Empenhadas","10 - Saúde",7792173.06,99,208.358015401893,0.264720038504733
"132",150034,"PA","AGUA AZUL DO NORTE",26305,"Não","Despesas Empenhadas","10 - Saúde",10668620.86,55,405.573877969968,0.20908572514731
"133",150050,"PA","ALMEIRIM",33372,"Não","Despesas Empenhadas","10 - Saúde",17500252.68,112,524.399277238403,0.335610691597747
"134",150080,"PA","ANANINDEUA",505404,"Não","Despesas Empenhadas","10 - Saúde",195950460.41,2711,387.710545246971,0.536402561119421
"135",150085,"PA","ANAPU",25414,"Não","Despesas Empenhadas","10 - Saúde",10236928.08,101,402.806645156213,0.397418745573306
"136",150090,"PA","AUGUSTO CORREA",43700,"Sim","Despesas Empenhadas","10 - Saúde",10725531.07,205,245.435493592677,0.469107551487414
"137",150120,"PA","BAIAO",43757,"Não","Despesas Empenhadas","10 - Saúde",11234066.33,150,256.737580958475,0.342802294490024
"138",150125,"PA","BANNACH",3267,"Não","Despesas Empenhadas","10 - Saúde",3793734.19,15,1161.22870829507,0.459136822773186
"139",150130,"PA","BARCARENA",115779,"Não","Despesas Empenhadas","10 - Saúde",51759715.07,419,447.056159320775,0.361896371535425
"140",150140,"PA","BELEM",1439561,"Não","Despesas Empenhadas","10 - Saúde",980879102.91,9140,681.37376805151,0.634915783353397
"141",150150,"PA","BENEVIDES",58637,"Não","Despesas Empenhadas","10 - Saúde",22816284.92,315,389.110713713185,0.537203472210379
"142",150157,"PA","BOM JESUS DO TOCANTINS",16227,"Não","Despesas Empenhadas","10 - Saúde",7682938.2,58,473.466333887965,0.357428976397362
"143",150170,"PA","BRAGANCA",121528,"Sim","Despesas Empenhadas","10 - Saúde",27019075.6,570,222.327986965967,0.469027713777895
"144",150178,"PA","BREU BRANCO",61222,"Não","Despesas Empenhadas","10 - Saúde",20241507.03,183,330.62472689556,0.298912155761001
"145",150190,"PA","BUJARU",27689,"Não","Despesas Empenhadas","10 - Saúde",3331979.99,105,120.335873090397,0.379211961428726
"146",150215,"PA","CANAA DOS CARAJAS",33632,"Não","Despesas Empenhadas","10 - Saúde",80967626.32,166,2407.45796622264,0.493577545195052
"147",150220,"PA","CAPANEMA",66353,"Não","Despesas Empenhadas","10 - Saúde",34816083.69,367,524.710015975163,0.553102346540473
"148",150250,"PA","CHAVES",22566,"Não","Despesas Empenhadas","10 - Saúde",6727966.5,41,298.146171231056,0.181689267038908
"149",150270,"PA","CONCEICAO DO ARAGUAIA",46395,"Não","Despesas Empenhadas","10 - Saúde",20511011.09,259,442.095292380644,0.558249811402091
"150",150277,"PA","CURIONOPOLIS",17709,"Não","Despesas Empenhadas","10 - Saúde",9720593.27,124,548.906955220509,0.700208933310746
"151",150290,"PA","CURUCA",37800,"Sim","Despesas Empenhadas","10 - Saúde",11890362.57,154,314.559856349206,0.407407407407407
"152",150293,"PA","DOM ELISEU",56398,"Não","Despesas Empenhadas","10 - Saúde",19573663.01,182,347.063069789709,0.322706478953154
"153",150300,"PA","FARO",7333,"Não","Despesas Empenhadas","10 - Saúde",4291891.17,26,585.284490658666,0.354561570980499
"154",150304,"PA","FLORESTA DO ARAGUAIA",19261,"Não","Despesas Empenhadas","10 - Saúde",7968476.71,75,413.710436114428,0.389387882249104
"155",150320,"PA","IGARAPE-ACU",37333,"Sim","Despesas Empenhadas","10 - Saúde",14669402.71,198,392.933938070876,0.530361878231056
"156",150340,"PA","INHANGAPI",11053,"Sim","Despesas Empenhadas","10 - Saúde",4655213.58,48,421.171951506378,0.434271238577762
"157",150345,"PA","IPIXUNA DO PARA",58558,"Não","Despesas Empenhadas","10 - Saúde",14200028.29,116,242.495103828683,0.198094197206189
"158",150370,"PA","ITUPIRANGA",51775,"Sim","Despesas Empenhadas","10 - Saúde",16974637.48,239,327.853934910671,0.461612747464993
"159",150375,"PA","JACAREACANGA",9677,"Sim","Despesas Empenhadas","10 - Saúde",12972669.73,57,1340.56729668286,0.589025524439392
"160",150380,"PA","JACUNDA",56006,"Não","Despesas Empenhadas","10 - Saúde",6831848.44,228,121.984223833161,0.407099239367211
"161",150390,"PA","JURUTI",53989,"Não","Despesas Empenhadas","10 - Saúde",19159031.81,165,354.86917353535,0.305617811035581
"162",150405,"PA","MAE DO RIO",28959,"Não","Despesas Empenhadas","10 - Saúde",10480246.22,174,361.899451638523,0.600849476846576
"163",150420,"PA","MARABA",262085,"Não","Despesas Empenhadas","10 - Saúde",151337382.83,1243,577.436262395788,0.474273613522331
"164",150430,"PA","MARACANA",28656,"Sim","Despesas Empenhadas","10 - Saúde",9841376.4,103,343.43161641541,0.359436069235064
"165",150442,"PA","MARITUBA",122916,"Não","Despesas Empenhadas","10 - Saúde",65216955.46,555,530.581498421686,0.451527872693547
"166",150445,"PA","MEDICILANDIA",29887,"Não","Despesas Empenhadas","10 - Saúde",9745083.12,106,326.064279452605,0.354669254190785
"167",150470,"PA","MOJU",77385,"Não","Despesas Empenhadas","10 - Saúde",18482266.47,263,238.835258383408,0.339859145829295
"168",150475,"PA","MOJUI DOS CAMPOS",15446,"Não","Despesas Empenhadas","10 - Saúde",5711563.21,79,369.776201605594,0.511459277482843
"169",150480,"PA","MONTE ALEGRE",56312,"Não","Despesas Empenhadas","10 - Saúde",24873400.69,277,441.706930849553,0.491902258843586
"170",150497,"PA","NOVA IPIXUNA",15836,"Sim","Despesas Empenhadas","10 - Saúde",6097210.6,70,385.022139429149,0.442030815862592
"171",150503,"PA","NOVO PROGRESSO",25135,"Não","Despesas Empenhadas","10 - Saúde",13313507.32,139,529.680020688283,0.553013725880247
"172",150506,"PA","NOVO REPARTIMENTO",70835,"Não","Despesas Empenhadas","10 - Saúde",24285770.29,224,342.849866450201,0.316227853462271
"173",150510,"PA","OBIDOS",50459,"Não","Despesas Empenhadas","10 - Saúde",14645261.19,224,290.240813135417,0.443924770605838
"174",150520,"PA","OEIRAS DO PARA",30880,"Não","Despesas Empenhadas","10 - Saúde",7833033.46,86,253.660409974093,0.278497409326425
"175",150530,"PA","ORIXIMINA",69024,"Não","Despesas Empenhadas","10 - Saúde",41954661.18,238,607.827149687065,0.344807603152527
"176",150540,"PA","OUREM",17114,"Não","Despesas Empenhadas","10 - Saúde",8060134.12,74,470.967285263527,0.432394530793502
"177",150550,"PA","PARAGOMINAS",107010,"Não","Despesas Empenhadas","10 - Saúde",55674620.67,424,520.274933837959,0.396224651901691
"178",150553,"PA","PARAUAPEBAS",189921,"Não","Despesas Empenhadas","10 - Saúde",180517530.54,763,950.487468684348,0.401745989121793
"179",150555,"PA","PAU D'ARCO",5535,"Não","Despesas Empenhadas","10 - Saúde",5224200.74,38,943.848372177055,0.686540198735321
"180",150560,"PA","PEIXE-BOI",7874,"Não","Despesas Empenhadas","10 - Saúde",3310407.25,46,420.422561595123,0.584201168402337
"181",150563,"PA","PICARRA",12675,"Não","Despesas Empenhadas","10 - Saúde",6044751.2,35,476.903447731755,0.276134122287968
"182",150570,"PA","PONTA DE PEDRAS",29160,"Não","Despesas Empenhadas","10 - Saúde",8596972.15,69,294.820718449931,0.236625514403292
"183",150580,"PA","PORTEL",58282,"Não","Despesas Empenhadas","10 - Saúde",15320045.81,195,262.860674136097,0.33458014481315
"184",150610,"PA","PRIMAVERA",10485,"Não","Despesas Empenhadas","10 - Saúde",4988322.14,54,475.757953266571,0.515021459227468
"185",150616,"PA","RIO MARIA",17738,"Não","Despesas Empenhadas","10 - Saúde",8372868.72,79,472.030032698162,0.445371518773255
"186",150618,"PA","RONDON DO PARA",49977,"Não","Despesas Empenhadas","10 - Saúde",18443559.42,240,369.040947235728,0.480220901614743
"187",150620,"PA","SALINOPOLIS",39078,"Não","Despesas Empenhadas","10 - Saúde",15307317.97,184,391.711908746609,0.470853165463944
"188",150630,"PA","SALVATERRA",22370,"Não","Despesas Empenhadas","10 - Saúde",7410095.85,111,331.251490835941,0.496200268216361
"189",150640,"PA","SANTA CRUZ DO ARARI",9417,"Não","Despesas Empenhadas","10 - Saúde",4896796.88,29,519.995421047043,0.307953700753956
"190",150650,"PA","SANTA ISABEL DO PARA",66490,"Não","Despesas Empenhadas","10 - Saúde",19008050.59,326,285.87833644157,0.490299293126786
"191",150655,"PA","SANTA LUZIA DO PARA",19383,"Não","Despesas Empenhadas","10 - Saúde",7851762.26,82,405.084984780478,0.423051127276479
"192",150658,"PA","SANTA MARIA DAS BARREIRAS",19925,"Não","Despesas Empenhadas","10 - Saúde",8922166.06,62,447.787506148055,0.311166875784191
"193",150660,"PA","SANTA MARIA DO PARA",23927,"Não","Despesas Empenhadas","10 - Saúde",8212350.28,123,343.225238433569,0.514063610147532
"194",150670,"PA","SANTANA DO ARAGUAIA",67033,"Não","Despesas Empenhadas","10 - Saúde",16815697.3,190,250.857000283442,0.283442483552877
"195",150680,"PA","SANTAREM",292520,"Não","Despesas Empenhadas","10 - Saúde",132211223.77,1572,451.973279673185,0.537399152194722
"196",150730,"PA","SAO FELIX DO XINGU",116186,"Não","Despesas Empenhadas","10 - Saúde",29642479.54,273,255.129529719588,0.234968068441981
"197",150746,"PA","SAO JOAO DA PONTA",5795,"Sim","Despesas Empenhadas","10 - Saúde",2277226.76,32,392.96406557377,0.552200172562554
"198",150760,"PA","SAO MIGUEL DO GUAMA",55942,"Não","Despesas Empenhadas","10 - Saúde",16594385.05,262,296.635534124629,0.468342211576275
"199",150770,"PA","SAO SEBASTIAO DA BOA VISTA",25161,"Não","Despesas Empenhadas","10 - Saúde",9058576.61,60,360.02450657764,0.238464289972577
